aaa	工
ggte	一般 五笔
ggtf	一千
ggtg	五行 天下第一
ggth	一片 王牌
ggti	一秒
ggtj	五香
ggtk	一种
ggtl	一年 五年
ggtm	一身
ggtn	严于律己
ggto	一番
ggtp	一管
ggts	一条
ggtt	来来往往
ggtv	一律
ggtx	琴瑟和弦
ggty	一篇
ggua	一并
ggud	一头 环状
gguf	一半 玶
gguj	五音
gguk	一部
ggum	一端
ggup	一旁
gguq	一次
ggus	一新
ggut	一道 王道
gguw	一准
ggux	五弟
gguy	一门
ggvd	五姑
ggve	五姐
ggvf	五妹
ggvg	五姨
ggvn	王妃
ggvp	五婶
ggvt	一群
ggvu	万事如意
ggvw	事到如今
ggwo	琴
ggwc	王公
ggwd	一段
ggwf	一表人才
ggwg	一例
ggwh	一个 一件
ggwj	一介
ggwk	环保
ggwm	一侧 环佩 万事俱备，只欠东风
ggwn	王侯 环伺
ggwr	王爷
ggws	一体
ggwt	王八
ggwu	王位 珡
ggwv	一分
ggww	一份 五谷
ggwy	王储
ggxx	琵 一丝 环比
ggxa	环绕
ggxb	一级
ggxg	环线
ggxm	一贯
ggxo	一缕
ggxp	瑟缩
ggxq	一纸
ggxw	王维
ggxy	一统 琴弦 瑇
ggyy	珏 一文 一言
ggyg	一语
ggyj	一齐
ggyl	一亩
ggyn	一遍 一刻
ggyq	一方
ggyt	王族
ggyu	一说
ggyw	一夜
ghi	下
ghd	正 㠪
ghaa	正式
ghag	正巧
ghah	正邪
ghai	下落
ghan	下世
ghar	政区
ghav	正切
ghax	下药
ghbh	一物降一物
ghbi	一点也不
ghbk	正职
ghbm	下聘
ghbp	下院
ghbq	一目了然
ghbt	下降
ghbu	下联
ghbv	下限
ghbw	下坠
ghcy	玻 㺳
ghce	焉能
ghcf	正对
ghck	下台
ghcn	下巴 下马
ghdb	下顾
ghdd	正大
ghdf	下压 下唇 玷辱
ghdg	下厨
ghdh	正在
ghdl	下面 正面
ghdm	頙
ghdp	下达
ghdq	正确
ghds	正厅
ghdt	丐帮
ghdw	下期
ghdy	正太
ghee	正月 下月
ghef	下肢
ghek	下架
ghep	下边
ghes	下腰
ghet	下腹
ghew	正脸
ghey	下狱
ghfa	下载
ghfc	下去
ghfe	政协
ghff	政坛 玩物丧志
ghfg	下雨
ghfh	正直 下坡
ghfj	下井
ghfm	正南
ghfn	下场
ghfp	下过
ghfq	㒫
ghft	政教 一目十行
ghfv	下雪
ghfw	正规
ghgo	焉 下来
ghg	㺺
ghgb	鄢
ghgd	瓛
ghge	璩 靕
ghgf	平步青云
ghgi	一点一滴
ghgj	正理
ghgk	政事 正副 正事
ghgm	画虎画皮难画骨
ghgq	下列 一步一个脚印
ghgr	琥珀
ghgs	更上一层楼
ghgt	一颦一笑
ghgw	一步到位
ghgx	下毒
ghgy	玻璃 下班
ghhi	下步
ghhk	正点
ghhm	政制
ghhp	䢥
ghhq	正餐
ghhv	正眼
ghic	政治 琡
ghid	画虎不成反类犬
ghie	下浮
ghif	政法 玷污 正法
ghii	下水
ghim	下滑
ghip	正常 政党 下沉
ghir	正派
ghis	下酒
ghit	下海 㻉
ghiv	正当
ghiy	下游 下流 下注
ghjd	下辈
ghjf	下野
ghjg	正是 正题
ghjh	琸
ghjn	正电
ghjs	正果
ghkg	玷
ghk	丅
ghkh	正中
ghkk	豆制品 正品 下颚
ghkl	下咽
ghkr	正史
ghld	正畸
ghlf	下置
ghlg	下车
ghlk	下回
ghll	下田 瓐
ghlq	下跪
ghlr	下跌
ghlt	下图
ghlv	正轨
ghlw	政界
ghmn	琥
ghme	正骨
ghmf	下周
ghmg	下贱
ghmj	与此同时
ghmm	下岗 下山
ghmq	政见
ghmr	下风
ghmt	下账
ghmy	下凡
ghnv	丐
ghna	正殿
ghnd	正剧
ghnf	下层
ghng	下情 亙
ghnh	下蛋
ghnm	下届
ghnn	政局 丏
ghnt	下属 政改
ghnu	忑
ghny	正忙
ghog	正业
ghoh	到此为止
ghos	下床
ghov	正数
ghow	政府
ghpb	正字
ghpe	一步之遥
ghpf	正宗
ghph	璿
ghpj	政审
ghpk	正宫
ghpn	下官
ghpt	政客
ghpv	万物之灵
ghpy	正视
ghqo	璨 鴊
ghqc	正色
ghqe	正解
ghqi	玻尔
ghqj	下旬
ghqk	正名 下锅
ghqm	正负
ghqn	下饭 現
ghqs	下铺
ghrc	正反
ghrd	下拜
ghrk	下操
ghrl	下摆
ghrn	正气
ghrp	下探
ghrt	下手 正手
ghru	下拉
ghrw	下挫
ghsb	正极
ghsc	政权
ghsd	下棋
ghse	死皮赖脸
ghsf	下标
ghsg	正本
ghsh	正想
ghsj	下榻
ghsm	下机
ghso	下楼
ghsq	两虎相争
ghsv	正要 政要
ghsx	正楷
ghsy	下述
ghty	政
ghtd	政敌
ghte	政务 下笔 下盘
ghtf	下午 正午 㻯
ghtg	下行
ghth	正版 正片 正牌
ghtj	焉得
ghtk	下种
ghtm	下身 正身
ghts	政策
ghtu	下乘
ghtv	政委
ghtx	万紫千红
ghud	下头
ghuf	正装 下装
ghuj	一瞬间 下单
ghuk	下部
ghum	下端
ghuq	下次
ghur	正交
ghut	正道
ghux	正北
ghuy	正门
ghvb	正好
ghvk	正如
ghvp	下嫁
ghwf	正值 正传
ghwg	一步登天
ghwh	政企
ghwk	下颌
ghwm	下侧
ghwp	下令 政令
ghwq	正像
ghws	政体 下体 正体
ghwt	下作 下任
ghwu	天上人间
ghww	下人 弄虚作假
ghxb	下级
ghxc	正经
ghxg	政绩 下线
ghxm	政纲
ghxn	政纪 玼
ghxt	下乡
ghxx	正比
ghxy	正统
ghy	㺪
ghyh	与虎谋皮
ghyj	下课
ghyk	正误
ghym	下调 下设
ghyn	正房
ghyo	政变
ghyq	下方
ghyr	正义
ghyt	下放
ghyv	下诏
ghyw	政论
ghyy	下文 正文
gipi	还
gikf	否
giai	开源节流
giap	麦当劳
gias	璖
gibc	下不了台
gibj	还阳
gibp	理学院
giby	来不及
gice	还能
gidq	一举成名
gidr	还原 一波三折
gidu	奀
gidy	琐碎 一派胡言
giej	甭
gied	还须
gieg	琑
gieh	还用
giel	还有
gifb	还击
gifc	还魂 琺
gifd	还需 平淡无奇 事不过三 王婆卖瓜，自卖自夸
gife	两小无猜
giff	还款 一波未平，一波又起
gifi	还未
gifj	㔻
gifq	五光十色
gifr	一清二白 王婆卖瓜
gifs	一清二楚
gigh	歪
gigb	邳
gigd	丕
gigf	一举一动
gigi	一潭死水
gigj	歪理
gigk	琐事
gigm	䪹
gigo	还来 䲹
gigt	一举两得
gihh	死不瞑目
gihq	覔
gihv	青光眼
giig	还清
giii	一尘不染
giim	还没
giin	一不小心
giiq	天涯海角
gijf	㫘
gijg	还是
gikh	还嘴
gikk	还口
gikm	䫊
gilf	盃
gili	五湖四海
giln	死不足惜
gimy	琐 瑣
gima	歪曲
gimj	否则
gimm	武当山
gimr	歪风
ging	还情
gini	琐屑
ginn	政治局 死不悔改 天不怕，地不怕
gioi	还应
giol	一溜烟
giou	㶨 㶪
giow	下不为例
gipb	一水之隔
gipg	否定 政治家
giph	瑺
gipk	天渊之别
gipl	璫
gipn	事不宜迟
gipr	珠光宝气
gipy	还礼
giqg	还钱
giqn	珖
giqo	鴀
giqp	一不留神
giqt	一举多得
girg	瑕不掩瑜
girj	一小撮
girt	还手
gisv	嫑 还要
gish	还想
gisy	素不相识
gitd	殊不知
gitg	还行
gith	还算
gitj	一泻千里
gitk	孬种
gitl	青少年
gitm	万水千山
gitn	万不得已
gitp	甭管
gitu	还剩
gitv	政法委
giuf	事不关己，高高挂起 事不关己高高挂起
giui	玉洁冰清
giun	否决 事不关己
giuq	还将
giut	下水道 歪道
givb	孬 还好
givg	珰 珱
givn	麦当娜
giwf	还会
giwg	还债
giws	歪斜
giwu	天不作美
giwv	䬩
giww	还价 还俗 一不做，二不休 一不做二不休
giwx	正常化
gixc	融汇贯通
gixl	琐细
gixt	还乡
gixw	还给
giyg	还请
giyh	还让
giyw	否认
gjfg	理
gjri	更
gjaa	理工
gjag	㻫
gjal	畱
gjan	丣
gjbb	一辈子
gjbj	惠阳
gjbm	理出
gjby	惠及
gjcn	惠
gjcb	鄟
gjce	更能
gjcf	專
gjcj	剸
gjco	鷒
gjcw	下里巴人
gjcy	甎
gjdb	惠顾
gjdd	更大 琲
gjdg	亘古
gjdh	一日三餐 惠存
gjdi	一日三省
gjdm	䪲
gjdt	一日三秋
gjdw	更甚
gjdy	一时三刻
gjek	更加
gjel	更有
gjet	更胜
gjfc	更动
gjfd	更需
gjff	万里无云
gjfh	更趋
gjfk	一览无遗
gjfl	一日夫妻百日恩
gjfn	理亏
gjfp	一曝十寒
gjfq	更远
gjft	天时地利
gjfw	更替 一览无余
gjgf	亘 一是一，二是二
gjgh	更正 瑅
gjgj	刯
gjgk	理事
gjgr	瑒
gjgt	素昧平生
gjh	㺫
gjhe	理睬
gjhg	瑁
gjhh	珅
gjhk	遭遇战
gjhw	更具
gjic	惠泽
gjig	理清 表里不一
gjih	更小
gjik	惠州
gjil	更不 画蛇添足
gjim	一日不见
gjip	理学
gjit	更少
gjiv	理当
gjiy	一日游 形影不离
gjjc	更紧
gjjg	更是 琩
gjjh	更早
gjjo	更显
gjjq	更易
gjjs	一颗颗
gjjt	惠临
gjk	丌
gjkd	理顺
gjkw	理喻
gjlc	㻴
gjlf	班师回朝
gjlg	瑥
gjlt	理路
gjmc	㻦
gjmf	理财
gjmh	理由
gjmj	惠赐
gjmu	理赔
gjna	惠民
gjnb	理屈
gjnn	更快
gjnt	理性 理发 更改
gjog	更糟
gjoi	理应 更应
gjoy	更为
gjpg	更定
gjpk	䢋
gjqe	理解
gjqk	更名
gjqq	更多
gjqr	㻛
gjqt	死里逃生
gjrb	郠
gjrg	万里挑一 甦
gjrj	㪽
gjrl	㬲
gjrp	更近 䢚
gjrq	更换
gjrw	更迭 平易近人
gjry	㻀
gjsb	形影相随
gjsh	理想
gjsk	形影相吊
gjsv	更要
gjta	更长
gjtd	理智
gjtf	万里长城
gjtg	更生 瑆
gjtj	一日千里
gjtl	更年
gjto	更番
gjtt	万里长征
gjtu	理科
gjub	理疗
gjuf	一时冲动
gjug	更美
gjuh	一星半点
gjuj	一时间
gjuo	惠普
gjus	更新
gjuw	一时半会
gjuy	一时半刻
gjvb	更好
gjvc	更始
gjvg	表里如一
gjwf	理会 与时俱进 与日俱增
gjwo	理念
gjwq	更低
gjwx	理化
gjxx	琨
gjxb	五星级
gjxk	更强
gjxp	理综
gjxt	更张
gjxy	五星红旗
gjye	更衣
gjyh	更让
gjyi	璟
gjym	更高
gjyt	来日方长
gjyw	理论
gjyy	理该 琝
gkvh	事
gklp	逼
gkaa	豆芽
gkad	事项
gkag	豆荚
gkal	豆苗
gkap	豆蔻
gkau	带薪
gkaw	豆花
gkbb	带子 豆子
gkbg	事隔
gkbh	一叶障目 郚
gkbk	副职
gkbm	带出 一叶障目，不见泰山
gkbw	带队
gkca	带劲
gkce	融通
gkda	一哄而散
gkdd	事大
gkdf	一哄而起
gkdh	一哄而上
gkdi	噩耗
gkdo	一呼百应
gkdt	事故
gkdw	逼仄
gkdy	事态
gkeg	琄
gkel	带有
gkep	吾爱
gkeq	事先
gkf	吾
gkfc	带动 带去 噩运
gkfg	带坏
gkfh	带走 逼真
gkfj	副刊
gkfp	带过
gkfv	融雪
gkgc	带到
gkgd	丗 㻍
gkgf	带球
gkgg	珵
gkgh	帯
gkgj	事理 副理
gkgk	豌豆 逗逼
gkgn	正中下怀
gkgo	带来
gkgq	逼死
gkgt	一唱一和
gkgx	带毒
gkgy	带班
gkh	玔
gkhm	璝
gkhq	事物
gkia	融汇
gkic	吏治
gkif	豆汁
gkii	豆沙
gkim	豆油
gkis	豆渣
gkiw	融洽
gkjd	事非 吾辈
gkjg	吞吐量 亜
gkjn	带电 悪
gkk	卅
gkkg	逗号
gkki	一口吸尽西江水
gkkk	噩
gkkm	䫷
gkkp	一口咬定
gkks	璪
gkkv	逗哏
gklj	副
gklf	畐
gklk	带回
gkll	疈 㽬
gklo	鶝
gklt	带路 事略
gkmj	融 䰝
gkmb	䣓
gkmc	䰙
gkmf	鞷
gkmg	鹝
gkmh	鬲 事由
gkml	鬸
gkmn	翮
gkmo	鷊
gkmr	鬺
gkms	鬴
gkmt	鬷
gkmy	䰚 䰛
gkng	事情
gknn	副局
gknt	事发
gknw	一鸣惊人
gkod	豆类
gkog	事业 副业
gkon	一吐为快
gkou	豆粒
gkow	豆腐 豆粉
gkoy	融为
gkph	带
gkpa	带宽
gkpd	逜
gkpe	事宜
gkpk	逼宫
gkpn	副官
gkpu	事实
gkpy	逼视
gkqe	豆角 融解
gkqg	带鱼
gkqh	事外
gkqi	逗乐
gkqn	豆包
gkqt	事儿
gkqv	逼急
gkqy	逗留
gkri	吏
gkrg	事后 带兵
gkrk	带扣
gkrp	逼近 逼迫
gkrt	副手
gksc	事权
gksg	副本
gksm	带刺
gkss	噩梦
gksw	带枪
gkte	事务
gktf	吾等
gktg	吾生
gktj	逼得
gktk	逼和
gktp	䢩
gktt	逗笑 一叶知秋
gktu	副科
gkty	融入 带入 敔
gkuf	豆 豍 㪷
gkua	豇
gkub	豌 郖 䜵
gkuc	豉 䜴 䜷 䝄
gkud	带头 带状
gkue	事前 毭 䜸
gkug	带病
gkuh	带着 逼着 䜻
gkuj	剅 䜺 䜽 䜾
gkuk	副总 逼问 䜹
gkul	䝀 䜶
gkum	事端 頭
gkuo	豏 䝃
gkup	逗
gkuq	融资 豆浆
gkur	豆瓣
gkuw	㰯
gkvb	豆奶
gkvj	剚
gkvn	带刀
gkvq	逼婚
gkwa	逼供
gkwf	融会
gkwg	事例 逼债
gkwh	事件
gkwk	融合
gkwn	事假
gkwp	带领
gkws	事体
gkwt	带伤
gkww	逼人 五味俱全
gkwx	融化
gkwy	副食
gkxa	一品红
gkxw	带给
gkyg	事主
gkyn	副词
gkyo	事迹 事变
gkyr	带离
gkyt	带话
glbj	画
glpy	琏 璉
glaa	开国功臣
glaq	画苑
glar	画匠
glbm	画出
glbp	画院
gldl	画面
gldm	画布
gldn	画成
gldy	一蹴而就 珚
glek	画架
gleq	开路先锋
glff	五四运动 开国元老
glfj	画刊
glfk	开国元勋
glfm	天罗地网
glge	環
glgg	畺
glgh	一国两制 画下
glgi	珠圆玉润
glgk	一回事 两回事
glgl	画画
glgp	一路平安
glgt	死路一条
glgu	画夹
glh	玾
glhc	画皮
glhh	画上
glhv	一转眼
glhw	画具
glia	画满
glif	画法
glil	一团漆黑
glir	一蹶不振
gljf	画里
gljg	画师
glk	卌
glkg	㻁
glkh	画中
glkk	一连串
glkm	列车员 一路顺风
glll	瓃
gllm	画轴
gllt	画图
gllu	画圈
glmh	画幅
glmm	画册
glmr	画风 迂回曲折
glna	画展
glnh	画眉
glnu	画屏
glog	一团糟
gloy	画廊
glpg	画家 画室
glqh	画外
glqj	㻿
glqn	画饼
glqt	画儿
glrb	画报
glre	顿足捶胸
glrf	画质
glrl	画押
glsa	画框
glsf	画瓢
glsr	画板
glte	画笔 画舫
glth	画片
gltk	璐
gltr	一团和气
gltw	画符
glty	画稿 㻒
glud	画卷
gluj	画意
glvg	㻲
glwi	㐁
glwj	琾
glwq	画像
glwt	画作
glwv	下车伊始
glxg	画线
glxq	画纸
glxy	㼈
gly	珿
glyg	一较高下
glyu	画谱
gmqn	现 一见钟情
gmww	两 两败俱伤 现价
gmaj	曹
gmab	两节
gmad	两项
gmah	丽雅
gman	现世
gmap	遭
gmar	歪风邪气
gmaw	琠
gmbc	再聚
gmbf	遭际
gmbj	㓰
gmbk	现职 襾
gmbm	现出
gmbn	再也
gmbp	两院
gmcj	现予
gmcl	再以
gmcn	一则以喜，一则以惧
gmcu	叀
gmcw	两难 责难
gmdj	瑞 两百
gmdf	两岸三地
gmdg	再三
gmdh	现在
gmdl	两面
gmdn	现成 两成
gmds	两厢
gmee	两肋
gmef	两脚
gmeh	两用
gmek	再造
gmel	现有
gmep	遭受 两边
gmet	勣
gmev	两腿
gmfa	两截
gmfb	两地
gmfc	遭劫
gmff	现款
gmfg	瑞士 天崩地裂 珃
gmfh	再起
gmfk	琱
gmfn	现场
gmfq	再无
gmft	两者 再者
gmfu	専
gmfv	瑞雪
gmga	现形
gmgc	遭到
gmgd	两天 珊瑚
gmgh	璀璨 现下 珮
gmgm	再现
gmgo	再来 两晋
gmgq	遭殃 珟
gmgt	璎珞
gmhe	㔝
gmhg	靑 䴓 䪣
gmhi	两步
gmhk	两点 巿 帀
gmho	鳾
gmhp	迊 䢌
gmhq	䚍
gmhv	两眼 现眼
gmhy	形同虚设 兩
gmia	丽江
gmic	两汉
gmid	两湖
gmif	一败涂地
gmig	两清 再添
gmih	一山不藏二虎
gmii	丽水
gmil	再不
gmim	再没
gmip	两党
gmjf	现时 曺
gmjj	丽日
gmjm	遭遇
gmjs	两颗
gmjy	丽影
gmkg	㺾
gmkk	责骂
gmlg	两国
gmlj	遭罪
gmlp	两连
gmly	责罚
gmmg	珊
gmma	瑞典
gmmd	两岸
gmmk	一帆风顺 両
gmmq	再见
gmms	一朵朵
gmmv	璎 瓔
gmn	玑
gmnc	责怪
gmnd	现居
gmni	天网恢恢，疏而不漏
gmnk	两臂
gmnl	两翼
gmnn	现已 天网恢恢
gmnt	两性
gmnu	恵
gmoa	再度
gmop	丙烷
gmoy	两广
gmpg	两家
gmpj	再审
gmpl	两军
gmpo	遭灾
gmpu	现实
gmqg	现钱
gmqi	现钞
gmqk	现象
gmqq	现金
gmrd	再拜
gmrf	丽质
gmrk	曹操
gmrn	一网打尽
gmrr	再掀
gmrs	责打
gmrt	两手
gmry	责斥
gmsb	两极
gmsf	再植
gmsg	丙醇 丙酮
gmsh	两相
gmsk	两可
gmso	现楼
gmss	两栖
gmsu	两样
gmsv	两根
gmtd	遭逢
gmte	两笔
gmtg	现行 再生 两重
gmth	再版
gmti	残山剩水
gmtk	两种
gmtl	现年 责备 两年
gmtm	现身 现役
gmtp	开山鼻祖
gmts	两条
gmu	责 責
gmud	现状 两头
gmuf	两半
gmuj	两间
gmuk	责问 现况
gmul	瑞兽
gmum	两端
gmup	两旁
gmuq	再次 两次 现将
gmut	两道
gmuy	两门
gmvb	再好
gmvd	一见如故
gmvi	一败如水
gmvk	再如
gmvp	再嫁
gmvq	再婚
gmwi	丙
gmwa	现代
gmwb	邴 再创
gmwc	㪅
gmwf	两会 再会
gmwg	两全
gmwh	两个
gmwk	瓗
gmwm	两侧
gmwn	㼇
gmwo	现今 琌 㶮
gmwp	责令
gmwt	责任 现任
gmwu	两位 两倍
gmwv	两分
gmwx	现货
gmwy	璀
gmxb	丙级
gmxf	再续
gmxi	青山绿水
gmxu	两弹
gmxw	丙纶
gmxy	责编
gmyy	丽 再议 㺬
gmy	珼
gmyb	郦 酈
gmye	彨 彲
gmyg	鹂 玬
gmyh	再让
gmyn	两遍 现房
gmyo	鸝
gmyp	逦 邐
gmyq	䚕
gmyt	两讫
gmyu	再说
gmyv	婯
gmyx	麗
gngd	与
gnny	瓦
gnan	珉
gnaa	瓦工
gnaj	瑉
gnar	开发区 瓦匠
gnaw	与共
gnbb	㻵
gnbm	㻕
gndg	琚
gndq	瓦砾
gndw	与其
gndy	平心而论
gnfb	殖民地
gnfe	一心二用
gnff	死心塌地
gnfg	㺲
gnfn	瓦块
gngw	欤
gng	珝
gngi	与否
gngr	平心静气
gngu	一心一意
gnhc	瑕
gnhd	下情上达
gnhf	瓦特
gnhg	瑂
gnhh	㺩
gnhk	㔿
gnhv	死心眼
gnhx	与此
gnhy	㺼
gniv	于心不忍
gnjg	理发师
gnjq	开怀畅饮
gnjs	开心果
gnjt	开怀畅笑
gnkl	瑋
gnmq	与民同乐
gnn	玘 玌
gnnb	邷
gnnc	瓪
gnne	瓱
gnnf	瓧 瓩 瓼 甅
gnng	瓦屋
gnni	静悄悄
gnnj	瓸
gnnn	瓲
gnnv	瓰
gnoh	理发店
gnpe	一臂之力 一己之力
gnpp	与之
gnpt	一己之私
gnpw	瓦窑
gnqe	瓦解
gnr	戸
gnrm	瓦罐
gnrt	玚
gnsl	瓦楞
gnsn	两情相悦
gntg	恶性循环
gnth	瓦片
gntq	一发千钧
gntt	珌
gntu	事必躬亲
gnty	攷
gnu	忢
gnug	一飞冲天
gnuh	瑕疵
gnum	开发商
gnv	丂
gnvn	瓦刀
gnwe	璆
gnwf	与会
gnwg	瓦全
gnwp	于心何安
gnwv	于心何忍
gnwy	玦
gnyf	璻
gnyn	瓦房
gnyp	理屈词穷
god	亚
goal	灭菌
goan	来世
goar	亚欧
goas	严苛
goaw	㼅
gobi	来函
gobk	晋职
gobn	来了
gobw	晋阶
goby	严防
goca	来劲
gode	来历
godg	严厉 恶感
godn	慭
godu	五迷三道
godx	一炮而红
gody	亚太
goeb	来犯
goek	严加
goel	晋爵
goen	灭鼠
goew	严办
goey	恶狼
goff	垩 晋封
gofa	恶霸
gofc	来去
gofd	晋城
gofj	王府井 晋朝
gofl	恶露
gofn	恶声
gofp	来过
gofs	严霜
goft	来者
goga	严刑
gogb	一府两院
gogc	来到
gogf	亚于 夷为平地 严于
gogh	严正
gogj	互为表里
gogm	严责
gogw	融为一体
gogx	恶毒
gohk	恶战
gohx	来此
goid	来源
goif	来潮
goii	亚洲
gois	豆腐渣
goit	恶劣
goiv	亚当
goiy	恶浪
gojf	晋 来时
goja	戬
gojb	鄑
gojc	严紧
gojd	亚非
goje	严明
gojg	严师
gojh	灭虫
gojj	来日
gojn	来电
gojs	恶果
gojt	来临
gojv	来归
gokc	来吧
gokd	逐鹿中原
gokh	晋中
gokk	灭口
gokr	来啦
golj	互为因果
golk	来回
golt	来路
gomu	赉
gomc	严峻
gomh	来由
gomq	晋见
gonu	恶 恶习
gond	晋剧
gont	恶性
gony	恶心
gooy	琰 㼆
goog	恶业
gooi	恶炒
gooo	灭火
goos	恶魔 亚麻 灭灯
gopa	严寒
gopd	灭害
gopf	一席之地 严守
gopl	亚军 天府之国
gopn	严密
gopr	来宾
gopt	来客
gopu	严实
goql	璘
goqk	恶名
goqr	亚铁
goqv	恶煞
gorb	恶报
gorg	来后
gorh	来看
gork	一炮打响
gorn	恶气
gorp	严控
gorq	恶鬼
gors	严打 灭杀
goru	来接
gorw	灭失
gory	恶搞
gosd	灭顶
gosg	严酷
gosj	恶棍
gosk	严整
goss	严禁 恶梦
gost	严格
gote	严
gota	晋升
gotd	严辞
gotf	恶徒
gotg	严重 严惩 来生 恶行
goth	来自 恶臭
gotj	来得
gotk	灭种
gotl	来年
gotm	晋身
gotp	严管
gots	玩火自焚
gotu	严冬
gotx	䴡
goty	来往 来稿
gouy	璞 灭门
goud	来头
gouf	恶斗
gouh	殚精竭虑
gouj	恶意 来意
gout	恶疾
govk	瑭
govh	严肃
govo	恶灵
gowa	晋代
gowp	严令
gowr	亚伯
goww	来人 一应俱全 恶人 恶俗
gowx	恶化 来华
gowy	来信
goxb	晋级
goxq	灭绝
goya	严谨
goye	亚裔
goyf	来讲
goyg	恶语
goyi	来京
goyn	灭亡
goyo	灭迹
goyt	灭族
goyu	来说
goyy	来访
gpfi	琮 一家老小
gpws	琛
gpbb	一家子
gpcb	天之骄子
gpd	迋 辷
gpdk	王安石
gpdw	珲春
gpeu	事实胜于雄辩
gpfg	平安无事
gpfq	琓
gpfr	一穷二白
gpfu	天寒地冻
gpgg	瑄
gpgh	琔
gpgm	璸
gpgq	一字一句 逐字逐句
gpgs	一字一板
gpgw	璌
gpic	一窍不通
gpii	一字不漏
gpij	来之不易
gpim	两袖清风
gpjh	㻘
gpjt	一窝蜂
gpjy	开宗明义
gplh	珲 琿
gplp	璭
gplt	万宝路
gpmw	一视同仁
gpng	琯
gpoo	万家灯火
gppf	一定之规
gppg	一家家
gppj	一字之师
gppu	开裆裤
gppy	一家之言
gpqb	琬
gpqw	正襟危坐
gprw	瑸
gpsa	列宁格勒
gpss	形容枯槁
gptq	一字千金
gpub	一官半职
gpuf	天安门广场
gpui	开宗立派
gpuy	天安门
gpwd	㻠
gpwk	瑢
gpwp	天灾人祸
gpwt	瑏
gpww	一家人
gpyn	形容词
gpyw	平安夜
gpyy	现实主义
gqe	万
gqxv	死
gqaa	殘
gqab	殉节
gqag	殡葬 殉葬 殣
gqah	殢
gqaj	琘
gqal	尶
gqan	万世
gqap	殊荣
gqar	死区
gqas	殜
gqaw	残荷
gqax	熬药
gqbg	殛
gqbf	一锤子买卖
gqbi	裂隙
gqbj	残阳
gqbk	殉职
gqbl	列阵
gqbm	迈出 列出
gqbn	死了 裂了 㤪
gqbp	玩忽职守
gqbt	万隆
gqbu	残联 残障
gqbw	列队
gqby	殃及
gqck	殆
gqca	死劲
gqce	万能
gqcn	烈马
gqcv	䬸
gqcw	死难 万难 殉难
gqde	万历
gqdf	死磕 麺
gqdg	万古 㱠
gqdh	残存 残破 㱹
gqdk	㱦
gqdn	殗
gqdo	死灰
gqdq	殑
gqds	五角大楼
gqdt	殝
gqdw	死期 殎
gqdy	万丈
gqeb	殍
gqec	死胎
gqee	残月
gqef	残肢
gqeg	殂 天外有天 㱚
gqen	死力
gqeq	㱡
gqet	劢
gqev	㱣
gqfh	殖
gqfa	万载
gqfb	死地 歼击
gqfc	死去
gqfd	㱩
gqfe	㱶
gqfg	烈士 殱
gqfi	妻儿老小
gqfj	迈进 天昏地暗
gqfm	殰 㱵
gqfq	万元
gqft	死者 㱥
gqfu	殪 万幸
gqfv	残雪
gqfw	麸 平铺直叙
gqfy	殏
gqga	残 死刑 裂开 殌
gqg	琻
gqgc	熬到
gqgd	尫
gqge	列表 豗
gqgf	死于
gqgg	万一 殭
gqgj	死理
gqgk	万事
gqgm	㱴
gqgn	㱙
gqgo	歼灭 万恶
gqgq	殊死 万万 殡殓 㱛
gqgu	万象更新
gqgx	歹毒 残毒 一针一线
gqha	残虐
gqhc	㱟
gqhh	迈上
gqhi	迈步
gqhk	死战
gqhl	㱺
gqho	殩
gqhp	一饱眼福
gqhq	万物
gqhs	死盯
gqhy	㱜
gqi	歹
gqif	死法
gqii	死水
gqim	万金油
gqin	熬汤
gqip	死党
gqiq	死光 一蟹不如一蟹
gqis	烈酒 残渣
gqit	死活
gqiw	列举
gqiy	珧 遨游 珎
gqjh	列 㡂
gqja	残暴
gqjb	䶛
gqje	裂 劽
gqjf	万里
gqjg	珣 䴕
gqji	虺
gqjj	烈日
gqjl	殟 㽝
gqjn	㤠
gqjo	烈 鴷 烮 鮤
gqjp	迾
gqjq	銐
gqjt	五角星
gqju	虿
gqjv	残照 姴
gqjy	残影
gqkm	殒 殞 殨 㱮
gqke	死别
gqkf	殫
gqkg	万吨 玽
gqkk	裂口 残品
gqkq	㻊
gqlu	趸
gqld	死因
gqle	㱬
gqlf	殬
gqlg	列车 万国 殉国
gqlj	死罪
gqls	㻧
gqlt	死路
gqlw	死囚
gqmd	殃 瑍
gqmc	殁
gqme	残骸
gqmg	青铜峡
gqmq	万岁
gqmt	一针见血 残败 瓊
gqmu	形销骨立 㱯
gqmw	赘肉
gqna	殖民 万民
gqng	殉情
gqnj	㱪
gqnn	残局 死尸 玸
gqnt	烈性
gqnu	㱸
gqny	殆尽 死心
gqoa	列席
gqon	残废
gqoo	烈火
gqoq	烈焰
gqoy	列为 万米 鳿 瑦
gqpe	迈
gqpb	万字 㱧
gqpd	残害
gqpf	死守
gqpg	死定 万家
gqph	死寂 死牢 㱨
gqpm	殯
gqps	列宁
gqpu	一锤定音 㱰
gqpw	殡 殥
gqpy	死神 万福
gqqj	殉 殙
gqqb	卼
gqqc	歿
gqqe	死角
gqqg	死钱
gqqi	死锁
gqqk	万象
gqqn	敖包
gqqo	麹 殦 䲫
gqqq	万金
gqqr	歾
gqqy	残留
gqri	殊
gqrc	㱱
