auui	以
xfwc	送礼 判案
enes	颠覆 顛覆
tpxt	作准
dsfa	通报
gkww	画廊
cvgz	发还
tazc	仍为 自以为
vbzj	犯法
cecv	妓女 婹
fysq	抗衡
sjce	待续
bhwb	隋唐
ngii	园林
cvro	缓和
awwi	驻守
okto	中保
xfgf	半天 烧碱
pjel	特刊
xfuk	减慢
yajy	离境 離境
zebl	读了
gdgu	五一 一对一
dfne	民国
sxsd	行径
hdsy	取用
ugkg	命题 會晤 命題
ksbl	明了
bvhz	降落
fiqg	夺冠
loas	点水
fdpv	大选
ueex	全班
wbgh	字形 字型
jpcp	故乡 故鄉
tbxj	健美 健壮
hjgv	基石
cvkv	终日
hzpv	落选
jwdp	下属
gkhc	更甚
wvcg	底线
gfcl	武力
nvzk	瞬间
pzot	简史 造谣中伤
zzrs	之手
tzzu	自认 偏激
gbrq	万千 不稳 万般
rsdo	手臂
ubfl	快到
glec	政协 政協
ikks	查明 東盟 畺
zqde	深层
ecra	无私
diyo	颈部
pjwi	失守 篿
fbmp	成败
fyjj	接替 擁堵
zexq	清净
fvfm	摇摆
dkxk	引爆
rcpo	秒钟
fyvr	接入
xkkg	曾是
yazq	玄学
vedq	狂欢
rxgf	秋天 千姿百态
dibl	对了
muwy	内衣 㠢
zexv	河北 流动资金
vwuw	留念
fbhz	扫荡 掃蕩
eahq	运营
eagm	玛丽
fyrz	牙科
qqyu	多方 多於
wyxn	衣着
kugm	界面 㫻
pjgh	重型
wgfr	病逝 寒热
ghiu	开枪
eblf	肆虐
zhqo	闻名
epfr	酷热
ubgx	快来 白磷
roqt	和风 刮风
ikaa	查出
unun	悄悄
ftmw	推崇
gzuk	逐个
whwu	宽容 寬容
rook	适中 舌戰
tafa	公报
dqpr	欢笑
ydts	变身
qlco	外加
opcl	吃力
wbup	良性
rggf	后天
tkwl	修补 候补
skzi	得闲
potu	造价
zxgx	说来
whnm	宽敞 寬敞
cbdf	好戏
afrn	参看
ekig	理工 乾杯
iiec	禁毒
pbtu	银牌 節儉
zsfw	调控
efqc	戴尔
ishj	三菱
jwhs	下期 專有
thkd	供电
vvxq	金奖
cxve	小儿 小鎮
nvtt	四份
herx	甘心
geyl	而立
zemu	河内 洅
trwe	版主
glio	政事
ftuo	推向
tezr	传染
gucg	一线
tdde	分层
rjpx	近乎 欣悉
xnnb	着眼
xkgl	爆裂 单列 煶
ytdw	交叉 夜叉 﨎
vqfp	受托 愛撫
bnff	阻挠
rhzs	垂询
thzx	借阅
kdcg	电线
vldj	独居
xfiq	关机
guzr	一派
vrmu	入内
nfcc	因缘
cogx	如来
cvqs	缓解
rips	杂物
ytdk	六届
gefz	而至
muxf	肉类 㠗
pmgj	血压
rgps	后生
wuzh	窗户
yicz	新编
zszr	调派
muuw	内含
mhnv	曲目
kstf	明代
zjyw	法文 诗文
mzml	罚则
yaiy	离校 離校
ytfd	六大
sfbg	祭司
uahk	惨遭 慘遭
eooo	可贵 可貴
exzc	西沙
gmbc	面孔
kdnq	照常
dwzf	尽头
xfhx	关联
cxci	小妹
ksyo	明亮
jdtj	起伏
cnbf	组建
bfls	陆上
hsln	散步
kljo	显露
gbop	不吃
qljq	外壳 外殼
bafb	即成
zawg	治病 滴水穿石
zkln	漫步
pbze	银河
lsbf	上阵
gbxn	不着
nvha	四节
qorx	免税
gaps	求生 救生
upwg	性病 白血病
zyem	济南 濟南
ywzj	文法
gkwh	厚度
rnpj	看重 稍等
enuu	真人
cksf	细腻
nsvp	逍遥
dijp	已故
yoiy	高校
xkuo	单向
zhzi	湛江
kywu	暗疮 暗瘡
eses	静静 靜靜
oreo	听歌
fdpq	大气
oaec	吸毒
gxki	来时
ppdf	牧民
rdig	返工
fphs	致敬 成竹在胸
pjfe	特技 重臣
ecls	无上
ecqo	无名 互勉
cvng	发光
buca	阶级
ugwv	余额 會客
twjl	住址
jzra	走私
lclc	叔叔
swkv	往日
kqfa	晚报
khuu	最怕
joii	吉林
jekg	考量 考题 需要量 考題
sbgg	很远
odro	哪种
frnv	插图
kdfc	电车
tutd	八分
fdev	大王 大麦
oczq	另设 中小学
toag	保卫
vxya	逃离 逃離
yxzx	商谈
dsfc	通车
frts	热身 七手八脚 挺身 七手八腳
hxmj	联署
lpfl	临到
hszz	有之
bglp	预览
vzok	狱中
mjjb	赌场
fuif	轮椅
rsfe	手套
ausj	以待
xvgm	背面 北面
blub	蛋白
gzpf	逐年
cdyx	经商
ofne	跨国
royn	和音
fcft	东欧
yxoe	商号 商號 商數
khxs	最前
jgpo	需知
dhed	展翅
ftxc	推断
fgub	感慨
zezk	潮湿 讲课 清湯
eotj	可做
lvbb	此书
wgwv	定额 定額 賓客
ophz	跌落
xcgb	数万
gfki	天时
rhes	垂青
rghe	后勤
xxjf	善款
zyeg	游玩
eodj	歌剧
fdln	大步 堅貞
tadp	仍属
qqte	欠债 欠債
auem	以南
qomh	名曲
fdrs	把手 握手 招手
bnfn	阻挡 阻擋 阻攔
hmtu	英伦 英倫
xxhx	善恶
tvwt	华府
jbvl	地处
ftzm	推测
roxj	甜美 种养
wgpj	福特 病重 赛特 賽特
hspc	警长
cvtj	女优
tdzr	分派 分泌 假话
qlfe	外套
zdhr	波斯
kiki	时时
fkby	提防
fyuk	较慢
cjjr	尘垢 㜇 㥨
fyfa	撞击 抗击
gblr	顾虑
wcsj	安然
kgoa	是吗
eaor	动听
doig	强项
ypmo	旗帜
uwue	领会 創舉 倉皇
ydfw	变态
fdxf	大半 把关
hmxz	布料
titd	休假
sbtv	很低
zcdf	为民
cize	红酒
zvea	浮动 浮云
cktd	细分
oojl	遗址 遺址
fcdt	车费
rgyu	后方
ksbu	剔除
wuoj	容器
jfqo	域名
zkga	渴求 油泵
ecpb	无缺 䯯
tgtg	顺便 杀一儆百 順便 殺一儆百
lpek	监理
wavc	永乐
cbjg	好坏
zqio	没事 滘 沒事
eelp	博览
wcuu	穷人 废人
idzg	权证
qooo	名贵 名貴
qqea	多云 冤魂
zdaw	波及
jyxo	境况
xqxj	奖状 奖券
wzgi	应于
jwjy	下雨
hswg	有病 世家 靮 菲律賓 藝術家
rkht	香蕉 穓
bszh	阴谋
gujn	一趟
donf	又因
aoem	台南
fygh	拉开
fwsv	按月
mtdo	刚强
bfhq	阵营
ldrq	坚称
jghp	古董
iabb	极限
zmhm	遍布
fdxv	大火
phbv	升降
qqhy	欠薪 饥荒
rpze	必读
pcug	长途
pswg	生病
jbgh	地形
mtie	刚巧
wkdj	神圣
ecig	专项
ghwg	开赛
vont	各具
verz	儿科
sdsx	肥胖
ifiy	标榜
hoid	职权
tggi	便于
dtjf	费城 費城
hhec	若无
zqkr	深思 沉思
tpwb	伤痕 傷痕
hbcv	蒸发
zlln	让步
fwgg	太远 捖
vqmh	受贿
gmte	面值
lsin	上相
nvfa	目击
tvze	低潮
pcii	长寿
otvl	唯独
vkwc	备案
xjed	装配 壮丁
kdgj	电压
xeks	精明
xeck	精细
ydgh	变形
cxbu	小队
wdaz	被骗
xfgj	减压
supq	脾气
fdze	大计 大河 大清 大潮
aptp	收件
hscc	有缘
fwpb	按键
tkzq	修学
edvc	配乐
tyjw	停下
nque	常会 堂皇 常情
eowm	可视 喪禮
zufs	涂鸦
tvyc	仰望
mdas	岂能
lszg	上证
yirq	亦称
wxft	灾区
kefb	旺盛
kitd	时分
dodx	强弱 难兄难弟
zife	渣打
gqfd	确切 確切
dbfd	艰巨
bedt	也难
fdpr	大笑 大笔
ueym	全市
fhfv	戒指
cppc	省长 乡长
foaa	捐出 區級
vltd	处分
egzl	干涉
aane	出国
ggmh	歪曲 元曲
zpcz	海边
gxls	碰上
obuu	跟从
sjyl	雕刻
lpwg	鉴定
ncpc	助长 財力物力
yvhs	竟有
zfxj	试卷
gbnt	不具
sxjk	行者 勝者
krze	思潮
xilo	差点
pjvc	特务
ccjd	缘起
coid	加权
igsx	本行 工行
psfb	生成
wiyc	守望
ncgi	助于
gmrq	两千 兩千
yzpx	这番 這番
xfxf	减半
uijg	毁坏
zxmv	详见
aajy	出境 斷 㫁
ytgz	交还
yzsq	这股 這股
zjpz	诗篇
rqoe	称号
ldfy	紧接
iuzx	检阅
fwub	太快 太仓
zqph	没错
tihz	段落 甈
wuif	座椅 窗框 安樂椅
pbqd	银色
gzcb	还好
vojf	各款
oonq	品尝
vktt	备份
zwfe	演技
tdzy	分流
aabb	出书
hwqs	瓦解
none	回国
qtad	风骚
znoo	消遣
ggkp	厨师 元帅
tbtg	他俩 他倆
cbrx	好心 恏
fgzg	振兴 挂一漏万
zwdf	演戏 讳疾忌医
roja	辞去
rpwr	必究
ktng	田园
fdop	招呼 扬眉吐气 揚眉吐氣
inyt	相交
ggze	研读 㪴
tuwf	偷窃
dpgh	张开
zjti	诗集
weok	主唱 宣戰
mgtx	同伴 同伙
rjta	近似
uluw	悼念
qjcd	几经
igty	本位
qqsk	多得
ikzg	查证
jsil	胡椒 胡來
thjf	借款
hqls	带上 蒙上
powg	造福 舞蹈家
ixde	楼层
cxwv	小额 小額
jssx	均匀 熱騰騰
xjvv	美金 养老金 養老金
yoft	高雅 豪爽
vjfw	犹太
tgwz	顺应
imht	樱花 椣
fwcb	太好
rpsk	必得 心知肚明
jvtu	老牌 老伯
sjbz	肚子
dtvq	难受
weyr	主意
bgwf	司库
gltr	正版
htub	共创
flsj	匪徒
tzxi	偏差
pxik	翻查
gluo	正向
pozq	知觉
fsgb	拥趸
zqbk	沈阳
teyu	何方
fumq	搜罗
wegv	宝石 寶石
isds	三通 枹
rsqe	手写
ugvv	合金 夓
nocp	回乡 迴響 回鄉
sgsa	征服 胚胎
vkvg	猖獗
hyfk	菩提
gbmq	万岁
gbof	万吨
jgsy	需用
wvbe	它也
hmdb	布局
uyxn	忙着
zpgm	海面
wgwg	病症 家家 廲
neku	国界
xkfd	单据
yocf	熟练
hxhq	联营
mgls	同上 岸上
gkyd	百变
wdmz	被罚
xkyi	单亲
tgxt	顺道 便道 順道
oozd	遗漏 遺漏
bern	也看
vogu	各一
xfwg	判定
jztv	走低
tbwi	侵害
dxyc	弹劾
ebyu	卖方
fegv	打死 大理石
ubvv	白金
jtwb	赤字
cnci	姐妹
pjfu	重挫 先声夺人 先聲奪人
zokz	启迪 啟迪
hagk	雄厚
wxzj	廉洁
kddt	电费 畷
zuaw	论及
oyts	跻身 躋身
cbrs	好手
cokz	如遇
exfp	西医 西醫
xjzg	美誉 美语 壮举
nfdm	围观 固执己见
qoih	象棋 名模
fums	抢购
diwv	对它
zxxn	说着
zqel	学刊
tbkv	他日 侵略
ulpf	企鹅 企鵝
uwyr	含意 贪恋 創意
bfhs	建有
hhlf	若非
skef	得票
flsx	排行 扑腾 撲騰
neby	国防
pgcg	短线
yioo	新贵 新品 新貴
ovuu	路人 跳傘
ubgf	白天
dpqe	改写
tswg	身家
glje	政坛
kbzx	畅谈
qeyr	写意
zgaa	举出
xkgd	爆破
zwzu	议论
wcrq	安稳
fqjw	投下 换下 換下
fedh	奇异
sbvq	很爱 很愛
doce	强奸
yzdo	这又 這又
iuti	枪杀 槍殺 檪 㭡
eoow	歌咏
tqof	你呀
ypdh	施展
xbnt	兼具
pjry	特稿
xzfo	迷惑
mjig	罢工
txgj	伴奏
jjpn	封锁
eadt	运费
zzju	之士
dooq	召唤 召喚
eshs	青葱
baas	既能 即將
fdid	大树 大权
icse	功德
qlte	外传 外债 外債
zjzm	法门
yltu	站牌
jbnt	教具
cvry	发稿
iqro	机种
pjml	笼罩 重则 重罪 特點 重點
zlwv	让它 㵃
uerx	全心 会心 恒心 恆心
wcfe	安抚
tdkn	假冒
dtki	费时
jfke	越野 城里
guom	一员
gunq	一堂
ipdi	才对
tvfb	化成
icya	功率
qojw	名下
ubjo	仓颉
wktt	神父
blhs	疏散
dsxf	通关
yrxz	意料
kkfi	旧式
uesj	全然 愤然 憤然
gowt	豆腐
jphk	故在
ikhv	查获
hukg	茶匙
yprg	产后
oqek	唤醒 喚醒
ebzv	卖淫
bryl	孤立
zcde	为那
zetv	清华 订货 温哥华
yikp	新星
uizy	毁谤
pcha	每节
byxq	防盗
ywot	文史
lcto	督促
ctcb	办好 媳妇 媳婦
fdrx	大乘
apvq	收受
nidb	困局
zczg	为证
pjig	特工 動工 範本 重構
vinv	条目
kdxn	照着
eaef	运载
ceti	续集
dsju	勇士
ameo	马可
hxwu	恶魔
hryw	斯文
oerq	号称 數千
pvze	选读 先河
dftt	民俗
gxzy	来访 五粮液 五糧液
epzi	珠江
vxsx	逃脱
egxo	干燥
lvhg	紫荆 紫荊
ooya	遗弃 遺棄
ivii	木材
exex	平平
gazu	求诊
dsfz	通达
wgxu	寒冷
xnhk	烟草
izhs	过期 过世
izwb	过瘾
zufd	论据 顧全大局
iuwg	检定 栓塞 檢定
perg	午后
dpxt	改道
ssxs	胸前 䏛
fzhq	连带
aazf	出头
glwf	正宗
fjtd	扶贫 扶貧
tstf	身躯 自然保护区 身軀 自然保護區
bfne	建国
kier	时髦
exiq	班机
afxi	参差
hlig	蓝本
kerx	野心
blio	了事 疎
bevq	也受
mgca	同级
tzub	自创 自白
wxdf	灾民
vvzm	金门
ftek	推理
ymus	端的
zxgf	谈天
xfzt	郑州
lswi	上空 上床
aaiz	出过
hswk	有神
nihj	困苦
xssx	前行
glwv	政客
tzmv	偏见
iozj	整洁
mmby	婴孩
nqmu	党内
fdgx	切磋 招来
ywrz	文科
svng	月光
yisj	亦然
pvaf	先驱
kibz	果子
xjse	美德
jjwg	堵塞 土專家
zqfb	设成 学成
hsnt	期盼
ghfu	开拍
xhgw	煤矿 煤礦
izpj	过重 过失
yudw	方尺
sjhk	周遭
xkro	单程
bzet	买进
zkzh	间谍
psiq	生机
ompn	吊销
jxge	幸而 幸亏
kixc	果断
zcbb	为限
kpcn	师姐
jkjr	雷霆
eyze	醉酒
rsea	手动
jaod	去吧
pvgf	先天
ublv	快些
jzyo	走高
pxpq	氧气 锐气
wles	寂静 寂靜
ggby	残障
mpnv	账目
mjin	默想
iwaw	未及
vocp	各省
zyyp	房产 流产 流放
bzyu	买方
tizt	集训
fabf	拟建
tzzo	自问
nifo	困惑
xiwv	差额 差額
newe	国宝
zeft	清爽 清雅 㵶
jbky	场景 雪景 䨯
geql	亏蚀 而外
aant	出具 參閱
fqpn	换算 換算
ghzf	开头
guhj	原著 厚今薄古 正忙著
prjd	笑声 笑聲
uetu	情欲 鸒 情慾
ghks	开明 开胃
kdgc	电厂
wzuu	应从
fjro	扰乱
fefp	转播
okup	中性 獸性 戰略性
tytg	伉俪 信使 伉儷
tehq	何其
louw	占领
rcts	委身
fczp	东海
ecfw	要按
pxtv	氧化
mdgb	岂不
uejl	会址
dtvx	难逃
idbb	权限 樼
uuue	人情 合情合理 傘
tdwj	分社
zcjp	沙龙
devi	那条
yicv	新婚
dmyn	观音
fejw	打下
tzur	自卑 化学性质
gfxj	武装
jdpx	超乎
vqbz	爱子 愛子
yiwc	新安
qsfh	触摸 觸摸
tire	体质
syuu	用人
zyas	流水 滴水 淯 涼水 液態
wkzq	神学
jwgb	惠顾
zhvw	滞留 滯留
pctv	繁华
gugg	一元
htvl	共处
gmbu	两队
rygf	航天
ueek	情理 皇朝
spqm	胜负
aftg	驱使
gbdw	不忍
peqr	午饭
pjho	失职 等职
pfpj	我等
fump	挫败
cvxs	婚前 发炮
blya	疏离 疏離
hxwh	联席 灰度
klks	显明
cvue	女皇 发情
glku	政界
qsea	触动
cbhk	好在 绿草
jejg	考古
kbjl	邮址
fdsb	大腿 大肠
kipo	时钟
bfgl	陈列 阵列
rxrg	税后
rodi	敌对
afju	骑士
gbto	不保
fwqw	太久
kvcd	日经
xvio	火速
exrg	西瓜
xjfi	美式
tybl	停了
fbte	盛传
yife	新奇
asas	熊熊 水能
dizu	导论
kiwz	果实
htps	花生 共生
tpne	俄国
rysx	航行
kbfa	邮报
fpkm	播映
yozo	熟识 就问
yakd	充电
tvzf	低头
wdps	初生 廢物
nefg	国威 䯙
zpaz	诈骗
easw	运往 动脉 䋤
gorj	逼近
yiue	亲情 親情
dqrj	欢欣
syzb	用词
kbdt	邮费
sbcx	很小
bbsd	书包
ovug	路途
czvg	编印
mubf	内陆
tjtp	佳作 做作
fpgv	致死 臨死
btgf	飞天
wook	宫中 宮中
xioo	差遣
ecym	无端
ihhz	模范
ddyc	双赢
ovsw	口腔
uwps	今生
eoyi	可亲 可親
kjxf	甲类
becn	阿姐
fqzm	探测
zhlc	港督
fyfw	搞掂
lvue	此情 此舉
gxwt	来宾
wjpc	社长
hxca	晋级
cxvb	嫌犯
inmv	想见 相见
qsis	解构
zhyv	谎言 诺言
muhf	内藏
iwnq	未尝 未嘗 椬
glpe	正午
kyzt	由谁
smcc	微妙
fgwd	感官
fupv	抢先 搶先
rqzz	称之
hyfr	蓄势
jhev	霸王
tdkg	分量
pcbz	长子
xkfl	曾到
vjuu	猿人
fypj	较重 拉動
cvxj	女装
glcy	正统 裂纹
mvci	见习
xhuu	并从
swxs	往前
xjuu	美人 爧
zxtv	淡化
ggdw	残忍
affc	驱车 骑车
mgzc	同为
pfdr	年尾
xuzh	冷漠
tgaa	使出
enyv	直言
ecld	要紧
zbkg	汤匙 澅
yipk	新竹
gxcq	灭绝
xezh	精湛
rdzo	反问
fecb	打好
hsph	有错 有無 蕩然無存 㢣
pozz	告之
zkzi	油漆
gjha	春节 春聯
yoxu	敦煌
ymdb	市局
cohq	如其
ziem	江南
ipze	攻读 木牛流馬
erjo	表露
ecfc	专车
nqpf	常年 當年
vesj	逛街
kyyr	暗恋
sbks	肠胃
syok	脑中
iibg	寿司
yrsj	毅然
ioza	整治
xfmh	烧炭
hqtt	其父
fvzr	指派
lkeg	桌球
yoop	高呼 㪣
xsef	剪裁 炒股票
ldwz	坚实
xjvr	卷入 装入
mpjg	败坏
eafl	运到 丟掉
gjhx	厌恶 春联
brze	恳请 飞利浦 飛利浦
bejg	也需
fdzf	巨头
uwxj	含糊 领养 含義 領養
ytjb	夜场 說教
tbql	侵蚀
kabl	累了
xfyp	减产
ecuj	无忧
osja	跑去
tsig	佣工
tjcp	优劣
mugl	内政
eoec	可要
qopq	名气
wifz	守护 豁达
fofk	扣押
yojd	高超
gaza	救治
etcv	进发 表侄女
guip	一枚
pjzs	失调
dwyt	昼夜
ebjb	卖场
ooti	遗体
hcyt	药剂 药效
yuyv	方言
jaot	却只
guzc	原为 愿为
tdtg	假使
khxj	最美 異類
jwzt	惠州 劫富济贫 惠顧 劫富濟貧
xfha	关节
fzag	护卫
fdyr	大意 大話 堅毅
fzxe	至尊
ojmm	器皿
cpvf	姓氏 省錢
jbvc	教务
sptr	胜任 復仇
dizn	对消
zkrg	课后
hxdq	联欢
tatd	公分 兵马俑
fcjp	抄袭
yxhq	辛劳
egfl	玩到 干掉 珷
wiqf	空军
xsuu	前人
jfpe	城镇 地大物博
yxev	帝王
xsao	炮台 前台
eahs	素有
ngeg	骨干 光环 開球
ldbh	紧随
jwmv	下山
cxee	小二
tidt	付费 付費
hsjd	有声 有聲 驚起
jdhk	起草
gaaa	救出
nbjw	当下 眼下
ugjb	余地
plgg	钻研
zztt	之父
aazy	出访 出游 斷流
coxs	如前
gepo	而知
lfcd	非经
sbzq	很深 很浓
zvbk	洛阳 洛陽
tkts	修身
emfb	现成 责成
hzvr	落入 蓋澆飯
ggmv	远见
gqty	确信 確信 䃫
gfzg	天涯
ovpc	兄长 路遥知马力
btdx	飞弹
wmey	麻醉
yofp	就医 就醫
sjqd	肤色
ihsx	横行 橫行
mqea	罗素
xffl	关掉
otga	只求
exfi	西式
bawd	即被
pftg	我俩 我倆
pmfi	制式
zxus	谈的
gbhc	不甚
gevr	而入
zyrl	流利
ssyo	胸部
xqrl	净利
bpkp	群星 建筑师 羣星
czpn	编纂
pxyr	锐意
xezt	兰州 羞与为伍 鄭州 精準
clqb	力争
aozp	台海
muts	肉身 刚愎自用 剛愎自用
byag	防卫
edqs	配角
xqyo	将就
fdxn	握着
jkfz	雷达 電匯
wjnf	突围
ecdo	要强
dixc	对数
egdf	与民
ixht	楼花
czco	编织
uuii	人寿 丛林
uurq	人称
qahk	凡在
ecjw	互惠
gmrs	两手 兩手
qbjh	争霸
wdwg	初赛 被褥 初賽
vvmt	金刚
wqhk	疫苗
prxt	笑道
ezhq	酬劳
zimh	漆黑
ksqo	易名
bztv	退化 退货 退貨
zgso	语句
dgnt	颇具 頗具
tbbz	鼻子
begx	也来
nvse	四肢
exsx	平行
baue	即会
xtgy	粉碎 首頁 䭭
fyls	接上 拉上 撞上
dskd	通电
ovti	路段
cvcv	缓缓 娞
xcbl	断了
zzqt	之风
zzeo	之歌
qqjf	欠款
aswf	水库
fbcv	抒发 成婚
fjuw	挂念 掛念 掛懷 持倉
lofa	点击
hmxj	英美
dxxq	屡次 層次
dmky	观景
eudk	十届
cxxc	小数
igas	本能
hquu	其人
ddug	桑拿
nejv	国土
fwzr	控诉 大家闺秀
yzcz	这边
gbce	万贯
rzyo	迁就 心满意足 心滿意足
fdrn	招租
jddj	起居
hklf	莫非 萬歲
ghyl	开立
ueel	会刊
ifbb	标书
jvkg	老是 兡
qbfd	急切
tzpj	偏重 自重 自動 自籌
fvea	摇动 揺
fvzw	摇滚 批注
yixj	新装 亲眷 親眷
xoaa	冲出
fers	转手 打手
uuug	人命
uuza	人治
juti	士兵
tzyl	自立 進站
jvpm	克制 剋制
wgwc	定案
fezy	套房 奔流
enwk	真神
eevi	博彩
rnsm	稍微
zxur	谦卑
ddyi	双亲
lsrk	上香
qowq	免疫
czzy	巡游 娇滴滴 嬌滴滴
iotg	事例
noyp	回旋 回族 迴旋
ddty	双倍 發信
tdrz	分科
jvbz	老子 垺 䞯
rnyt	看齐
ghwr	开庭
izuu	过人
ofoj	呕吐 嘔吐
fdpj	轻重 扭動 撥動
dmzm	观测
iswe	三宝 三寶
psxs	生前 笉
tkgk	但更
wfzr	宗派
pjfk	重担
caxc	级数
jpzm	龙门
betp	也作
aajz	出走
fgec	扼要
xbyr	决意 歉意
yojf	京城
ffte	奈何 臩
wftr	窒息
ekuo	朝向
zkxc	间断
iidr	禁忌 㮮
czmh	编曲
olml	虽则
hfbb	藏书
yafe	离奇 離奇
uure	人质
ywwf	文库
otuu	只怕
qohj	名著
wbwn	良宵
hdpr	取笑
wgyx	富商 家譜
zdop	涨跌 漲跌
zuph	认错
feco	打架
hkpv	在先
rntp	看作 稍作
tkbf	修建
kyps	景物
ieid	植树
gkdh	画展
napc	县长
xovb	总比
svqx	月饼
qbyz	争辩
jbzj	教法
ghiq	开机
ctvc	办妥
xopc	总长
exrd	平反
emff	再找
coyr	如意
apfb	收成
fryz	轨迹
jwex	下班
tzuo	偏向
hxsx	恶行
lxyd	蜕变 對證
iffs	标示 㮈
cmvb	母乳
rgce	后续
kexk	野兽
aajv	出土
hegu	甘愿 甘願
sjwg	待定
tdwg	假定 贫富 分家 贫寒 貧富 併發症 貧寒
cvxx	发炎
phjk	舞者 舞場
esuu	静坐 靜坐
wjvq	宠爱
dmzz	观之
mvzo	见识
xtcv	首发
foem	捐献
emaa	现出 献出
sxhz	脱落
jyjb	境地
fdzr	大话 摊派
rxjr	心志
aajd	出声 出聲
eriw	表述 动手术
tvug	倾斜 傾斜
ixfi	样式 樣式
xcwg	断定 并发症
fdea	轰动 扭动
mucg	内线
zevv	订金
rxau	乘以
tvlo	低点 倃
dhxf	异类
khdw	最迟
kbfu	邮轮
zfsj	诚然
nitx	团伙 困倦
loiq	战机
pucr	锦绣
mqzd	罗汉
sxtv	行货 行貨
jzdo	走强
tjha	佳节
xsiw	前述
wfjf	穿越
zgzx	浅谈
ekdj	朝圣 韩剧
wbyt	疗效
dtxf	难关
idem	权责
isnf	三围 三國
musw	内脏
icfe	功臣
rpsp	必胜
tars	凶手 兇手
xulo	冷战
osug	吻合
inkr	相思
gmzx	面谈
qttt	风俗
jesw	赶往
yofe	竞技 敲打 競技
bxiq	灵机
yaiq	玄机
hswe	有主
gkug	百合
zqxz	沉迷
flty	到位
flwg	到家 划定 排定 卧病
zevr	计入
zdto	汉堡
xdjx	递增
wpyk	宪章
idqd	橙色
rohy	积蓄 和藹
huhy	荟萃 芥蒂 薈萃
glxt	正道
hkty	在位 存儲
qfuu	军人
sktw	得住
jbtv	教化
ouzc	喻为
mluu	罪人
fdgb	大不
gbti	不休
rdfe	反转
uorg	向后
asuu	能人
tlzm	侦测
idls	树上
bhvl	随处
jwao	下台
volo	各占
emhx	南亚
wzfw	应按
okjw	中下 中專
qqcb	多好
tzte	自传
hknv	草图 萺
jdxv	起火
bzjf	退款
cvfr	发热 发誓
turg	傻瓜
gxxv	灭火
gbex	不平
hdvq	友爱 友愛
vght	印花
qotp	名作 名片
imiv	樱桃
qqgm	多面
tzsy	自用 僱用
zwwy	泳衣
gjyt	奏效
uggx	拿来 全副武装
uejh	情趣
xnwz	着实
gbpk	不复
rgwm	后裔 毬
eczb	要诀 要津
qtsv	风月
bwju	院士 孤寡老人
xqfz	将至
bldi	疏导
xknf	曾因
tikb	集邮
rzvr	迁入
cwas	缩水
igki	工时
zzvc	之乐
tbiq	伺机
pozf	告诫 钟头
fqbv	投降
hdtz	取自
wdtf	官僚
qtvu	风貌
wdka	疲累
egxf	球类
lofc	战车
afgz	驱逐
svcj	月结
aapm	出血 出衆
kcus	男的 㬔
deot	那只
obxs	跟前
gzwz	还应
eojo	可喜
mgxt	同道
mlsy	则用
gjrb	春季 一塌刮子
inds	相通
yxor	旁听
pnbl	算了
ppaf	铁骑
rsfr	手势
twvl	住处
ocqo	别名
iihz	村落
qboc	争吵
yogj	高压
qrgw	饭碗
vqcv	爱女 愛女
fgfd	夸大 㨎
pzyk	篇章 简章
ugpf	余年 白天鹅 白天鵝
fefz	转达
xfll	关卡
xfzm	关门
flrs	到手
hzhz	茫茫 薄薄
hjxc	基数
yizw	新浪
xeds	精通 㓅
frfc	轿车
piga	筹码
gbzj	不法
xfsv	半月
noug	回合
xqzz	次之
hzwm	芝麻
dhjb	异地
xnxp	粗糙
otoj	喉咙
cgsk	缅甸
ytzl	交涉
tzac	自幼
wotp	哀伤 哀傷
sbxi	很差
kppc	师长
fgfk	振奋 指天誓日
ceds	贯通 貫通
cjdr	结尾
efry	截稿
idii	树林
gbcx	不小
otrn	只看
tgqw	使馆
vqbb	受限 錚
kszq	易学
bbwf	书库
gdgy	破碎
prsk	笑得
tvyw	华文
sfik	彻查
ldfd	紧握
phxm	舞弊
zujd	激起 讨人喜欢
cwts	缠身
fdqf	大军 大風 把風
astv	水货 水貨
whtf	宏伟
ubzr	快活 白话 恻隐之心 惻隱之心
byke	防晒
ecmg	协同 協同
tgfg	便捷
cvrg	婚后
gaug	救命
kdzy	电流
ldxg	紧凑
oemj	喷墨 噴墨
rqvc	稳妥
xfjb	半场
mgfg	同感
jbhj	地基 雪蓮
tdbw	佛陀 分院
xspf	前年
fjls	挂上 掛上
zqux	深奥
tvtf	倾倒 傾倒
djjk	圣者
tqea	像素
fytf	撞倒 摔倒
jvjw	土壤
ecds	互通
gxod	来吧
inte	相传
kgkx	晨曦
cnxj	组装
cypf	翌年
uxmh	粤曲
iibu	寿险
joao	露台
bzdx	子弹
gbfg	不振
fwro	太和
nghy	光芒 開荒
njfr	固执
xtuw	首领 首創 首領
ueya	舍弃
ghdd	开刀
zpwf	肇庆
khop	暴跌 曔
zfbw	头陀
cldo	力强
hosj	右脚
dvjp	尼龙
sysx	用膳
pmsq	制衡
oyoi	咳嗽
zykp	流星
rswr	稠密
zlzy	诽谤
guni	一团
uuze	人潮
rsyo	手部
fliy	到校
ppya	牲畜 牧畜
tyzk	停课
nbyo	眼部 国防部 國防部
fheq	摸索
pvfh	选拔
pybz	镜子 籠子
vrwe	入主
phjd	升起 無聲
lnaa	步出
